region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bretagne,2019/01/26,9.0,8.0,26.0,89.0,8.5,82.0,554.0
Centre-Val de Loire,2019/01/26,8.0,6.0,18.0,95.0,4.75,99.0,556.0
Corse,2019/01/26,11.0,6.0,8.0,56.0,10.0,11.0,588.0
Grand Est,2019/01/26,4.0,2.0,16.5,92.5,7.0,91.5,549.5
Hauts-de-France,2019/01/26,7.0,5.0,28.0,96.0,7.6875,96.5,540.5
Normandie,2019/01/26,9.0,8.0,25.0,88.0,7.875,89.0,547.0
Nouvelle-Aquitaine,2019/01/26,10.0,8.0,13.0,93.0,5.833333333333333,94.33333333333331,569.3333333333334
Occitanie,2019/01/26,13.0,7.5,16.0,78.0,8.5,37.5,580.0
Pays de la Loire,2019/01/26,10.0,9.0,21.0,90.0,8.75,95.0,560.0
Provence-Alpes-Côte d'Azur,2019/01/26,13.0,7.0,38.0,58.0,10.0,17.0,581.0
Île-de-France,2019/01/26,8.0,6.0,19.0,96.0,5.375,98.0,549.0
Bourgogne-Franche-Comté,2019/01/27,6.0,5.5,30.5,87.0,7.75,91.0,562.0
Bretagne,2019/01/27,7.0,6.0,44.0,79.0,9.625,86.0,557.0
Centre-Val de Loire,2019/01/27,7.0,6.0,34.0,85.0,7.5,88.0,558.0
Corse,2019/01/27,12.0,10.0,7.0,79.0,10.0,59.0,590.0
Grand Est,2019/01/27,6.5,5.5,26.5,85.0,7.75,87.0,552.5
Hauts-de-France,2019/01/27,7.0,4.5,31.5,89.0,6.875,98.0,543.5
Normandie,2019/01/27,8.0,6.0,44.0,81.0,9.75,81.0,551.0
Nouvelle-Aquitaine,2019/01/27,9.333333333333334,6.333333333333333,34.333333333333336,78.66666666666667,8.333333333333334,82.33333333333333,571.6666666666666
Occitanie,2019/01/27,10.5,8.0,43.0,76.5,9.125,55.0,581.5
Pays de la Loire,2019/01/27,8.0,7.0,38.0,80.0,8.375,72.0,562.0
Provence-Alpes-Côte d'Azur,2019/01/27,12.0,9.0,42.0,74.0,10.0,55.0,583.0
Île-de-France,2019/01/27,7.0,6.0,30.0,80.0,7.875,99.0,553.0
Bourgogne-Franche-Comté,2019/01/28,3.0,0.5,18.0,91.0,6.875,80.0,564.5
Bretagne,2019/01/28,7.0,5.0,18.0,90.0,9.125,87.0,560.0
Centre-Val de Loire,2019/01/28,6.0,2.0,18.0,87.0,10.0,53.0,561.0
Corse,2019/01/28,9.0,7.0,30.0,57.0,9.875,53.0,593.0
Grand Est,2019/01/28,3.0,1.5,25.5,87.5,3.8125,90.0,555.0
Hauts-de-France,2019/01/28,5.0,2.0,25.5,82.5,9.3125,66.5,547.0
Normandie,2019/01/28,6.0,5.0,25.0,69.0,10.0,88.0,553.0
Nouvelle-Aquitaine,2019/01/28,7.666666666666667,5.666666666666667,19.666666666666668,90.0,7.625,81.0,573.6666666666666
Occitanie,2019/01/28,9.5,6.5,32.5,75.5,8.75,68.0,584.5
Pays de la Loire,2019/01/28,8.0,5.0,14.0,95.0,8.75,81.0,565.0
Provence-Alpes-Côte d'Azur,2019/01/28,9.0,7.0,41.0,56.0,10.0,11.0,586.0
Île-de-France,2019/01/28,6.0,3.0,18.0,76.0,9.875,56.0,555.0
Bourgogne-Franche-Comté,2019/01/29,3.0,-0.5,11.5,90.5,7.8125,77.5,567.0
Bretagne,2019/01/29,5.0,2.0,37.0,96.0,4.5,92.0,562.0
Centre-Val de Loire,2019/01/29,5.0,1.0,18.0,85.0,8.0,69.0,564.0
Corse,2019/01/29,10.0,6.0,8.0,55.0,10.0,12.0,595.0
Grand Est,2019/01/29,3.0,0.0,12.0,87.5,8.625,72.5,557.5
Hauts-de-France,2019/01/29,4.0,1.0,21.0,83.5,8.5,70.5,550.0
Normandie,2019/01/29,5.0,4.0,18.0,88.0,7.25,95.0,556.0
Nouvelle-Aquitaine,2019/01/29,8.0,5.333333333333333,31.666666666666668,92.66666666666669,7.5,87.0,576.3333333333334
Occitanie,2019/01/29,7.5,4.5,22.5,79.5,7.9375,64.0,586.5
Pays de la Loire,2019/01/29,9.0,6.0,24.0,94.0,8.625,85.0,567.0
Provence-Alpes-Côte d'Azur,2019/01/29,8.0,5.0,31.0,65.0,9.75,36.0,588.0
Île-de-France,2019/01/29,4.0,2.0,17.0,78.0,9.0,73.0,558.0
Bourgogne-Franche-Comté,2019/01/30,3.0,1.5,28.5,84.0,6.5625,94.0,570.0
Bretagne,2019/01/30,6.0,3.0,19.0,84.0,8.875,55.0,565.0
Centre-Val de Loire,2019/01/30,5.0,1.0,20.0,85.0,6.375,88.0,566.0
Corse,2019/01/30,6.0,5.0,37.0,73.0,8.5,76.0,597.0
Grand Est,2019/01/30,2.5,2.0,32.0,79.0,5.625,83.5,561.5
Hauts-de-France,2019/01/30,1.0,0.0,21.0,96.5,3.75,89.5,552.5
Normandie,2019/01/30,5.0,3.0,20.0,81.0,8.375,85.0,558.0
Nouvelle-Aquitaine,2019/01/30,7.333333333333333,4.333333333333333,18.666666666666668,83.66666666666667,8.958333333333334,81.0,579.0
Occitanie,2019/01/30,8.5,5.5,28.0,71.5,9.3125,57.5,588.5
Pays de la Loire,2019/01/30,7.0,5.0,20.0,78.0,10.0,51.0,571.0
Provence-Alpes-Côte d'Azur,2019/01/30,8.0,6.0,42.0,56.0,9.625,21.0,590.0
Île-de-France,2019/01/30,2.0,1.0,18.0,100.0,6.125,80.0,561.0
Bourgogne-Franche-Comté,2019/01/31,4.5,0.5,9.0,94.5,4.8125,89.5,573.0
Bretagne,2019/01/31,6.0,2.0,30.0,93.0,9.75,60.0,568.0
Centre-Val de Loire,2019/01/31,5.0,0.0,18.0,91.0,7.5,66.0,570.0
Corse,2019/01/31,11.0,4.0,8.0,76.0,7.75,78.0,600.0
Grand Est,2019/01/31,2.5,0.0,13.0,86.5,6.875,81.0,563.5
Hauts-de-France,2019/01/31,-0.5,-4.5,23.0,95.5,8.9375,52.5,556.0
Normandie,2019/01/31,4.0,1.0,33.0,83.0,8.625,69.0,562.0
Nouvelle-Aquitaine,2019/01/31,8.333333333333334,5.0,22.666666666666668,95.0,8.583333333333334,89.33333333333333,581.6666666666666
Occitanie,2019/01/31,8.0,5.5,20.0,87.0,7.875,78.0,591.5
Pays de la Loire,2019/01/31,8.0,4.0,30.0,94.0,6.625,71.0,573.0
Provence-Alpes-Côte d'Azur,2019/01/31,11.0,8.0,20.0,70.0,8.25,79.0,593.0
Île-de-France,2019/01/31,1.0,-1.0,20.0,93.0,9.375,51.0,564.0
Bourgogne-Franche-Comté,2019/02/01,5.5,4.5,7.5,96.0,5.5,95.5,575.5
Bretagne,2019/02/01,9.0,5.0,12.0,96.0,9.375,92.0,571.0
Centre-Val de Loire,2019/02/01,8.0,5.0,12.0,96.0,7.5,77.0,572.0
Corse,2019/02/01,11.0,10.0,26.0,95.0,6.5,95.0,602.0
Grand Est,2019/02/01,4.0,2.5,7.5,96.5,6.8125,93.5,566.5
Hauts-de-France,2019/02/01,2.5,1.5,14.5,100.0,5.0625,97.0,559.0
Normandie,2019/02/01,8.0,4.0,13.0,94.0,9.25,75.0,565.0
Nouvelle-Aquitaine,2019/02/01,8.333333333333334,7.0,17.0,92.0,8.416666666666666,78.66666666666667,584.0
Occitanie,2019/02/01,11.5,7.5,10.0,92.5,8.1875,79.5,594.0
Pays de la Loire,2019/02/01,9.0,7.0,17.0,92.0,9.625,91.0,576.0
Provence-Alpes-Côte d'Azur,2019/02/01,14.0,13.0,32.0,91.0,7.375,89.0,595.0
Île-de-France,2019/02/01,6.0,3.0,9.0,99.0,7.0,93.0,567.0
Bourgogne-Franche-Comté,2019/02/02,5.0,3.0,13.5,92.0,6.5,93.5,578.0
Bretagne,2019/02/02,6.0,3.0,31.0,81.0,9.5,63.0,573.0
Centre-Val de Loire,2019/02/02,5.0,3.0,27.0,89.0,7.875,87.0,575.0
Corse,2019/02/02,11.0,10.0,12.0,76.0,8.5,72.0,604.0
Grand Est,2019/02/02,6.0,3.0,9.0,91.0,7.375,82.5,569.5
Hauts-de-France,2019/02/02,4.0,1.0,29.0,95.0,7.25,96.0,562.5
Normandie,2019/02/02,5.0,4.0,32.0,83.0,7.375,89.0,568.0
Nouvelle-Aquitaine,2019/02/02,5.333333333333333,4.0,27.33333333333333,87.66666666666667,8.041666666666666,73.33333333333333,586.6666666666666
Occitanie,2019/02/02,7.5,6.5,33.0,81.0,8.1875,88.5,596.5
Pays de la Loire,2019/02/02,7.0,3.0,30.0,86.0,9.125,51.0,578.0
Provence-Alpes-Côte d'Azur,2019/02/02,12.0,10.0,9.0,80.0,9.125,88.0,597.0
Île-de-France,2019/02/02,5.0,3.0,24.0,86.0,7.5,93.0,569.0
Bourgogne-Franche-Comté,2019/02/03,2.5,1.0,24.0,89.0,4.125,85.5,581.0
Bretagne,2019/02/03,8.0,2.0,9.0,85.0,10.0,22.0,577.0
Centre-Val de Loire,2019/02/03,5.0,2.0,19.0,85.0,10.0,29.0,578.0
Corse,2019/02/03,9.0,7.0,7.0,79.0,8.625,66.0,606.0
Grand Est,2019/02/03,3.0,1.5,19.0,82.5,7.25,80.5,572.5
Hauts-de-France,2019/02/03,4.0,0.0,17.0,92.5,9.4375,44.0,565.0
Normandie,2019/02/03,7.0,3.0,12.0,76.0,9.25,42.0,571.0
Nouvelle-Aquitaine,2019/02/03,5.666666666666667,2.333333333333333,18.0,79.33333333333333,9.458333333333334,26.666666666666668,589.3333333333334
Occitanie,2019/02/03,7.0,4.0,39.0,68.5,8.75,67.5,599.0
Pays de la Loire,2019/02/03,8.0,2.0,10.0,86.0,10.0,15.0,582.0
Provence-Alpes-Côte d'Azur,2019/02/03,9.0,7.0,59.0,62.0,10.0,36.0,600.0
Île-de-France,2019/02/03,5.0,2.0,16.0,86.0,8.25,62.0,573.0
Bourgogne-Franche-Comté,2019/02/04,5.0,-0.5,7.0,82.5,9.3125,43.5,584.0
Bretagne,2019/02/04,7.0,5.0,31.0,94.0,8.5,95.0,580.0
Centre-Val de Loire,2019/02/04,5.0,1.0,18.0,81.0,8.625,64.0,581.0
Corse,2019/02/04,13.0,10.0,10.0,70.0,10.0,34.0,609.0
Grand Est,2019/02/04,4.5,0.0,8.0,78.0,10.0,41.0,576.0
Hauts-de-France,2019/02/04,2.5,1.0,29.0,87.0,9.3125,69.0,569.0
Normandie,2019/02/04,6.0,5.0,37.0,86.0,7.875,84.0,574.0
Nouvelle-Aquitaine,2019/02/04,5.666666666666667,2.333333333333333,18.0,77.33333333333333,8.208333333333334,71.66666666666667,592.3333333333334
Occitanie,2019/02/04,9.0,3.5,15.0,62.0,9.9375,29.0,601.0
Pays de la Loire,2019/02/04,7.0,6.0,32.0,92.0,7.875,97.0,584.0
Provence-Alpes-Côte d'Azur,2019/02/04,12.0,6.0,15.0,55.0,10.0,8.0,602.0
Île-de-France,2019/02/04,4.0,2.0,19.0,74.0,9.0,65.0,576.0
Bourgogne-Franche-Comté,2019/02/05,6.0,1.0,4.5,71.5,12.5,26.0,587.0
Bretagne,2019/02/05,7.0,3.0,15.0,97.0,8.625,96.0,583.0
Centre-Val de Loire,2019/02/05,8.0,1.0,7.0,83.0,12.5,28.0,584.0
Corse,2019/02/05,14.0,9.0,8.0,57.0,12.5,32.0,611.0
Grand Est,2019/02/05,6.0,1.0,4.0,68.0,12.5,27.5,579.0
Hauts-de-France,2019/02/05,6.0,0.5,14.5,86.0,12.4375,40.5,572.0
Normandie,2019/02/05,8.0,3.0,17.0,92.0,9.875,36.0,577.0
Nouvelle-Aquitaine,2019/02/05,9.333333333333334,7.0,6.666666666666667,96.33333333333331,5.25,97.0,595.0
Occitanie,2019/02/05,11.5,7.5,11.5,81.0,9.1875,70.0,604.0
Pays de la Loire,2019/02/05,10.0,5.0,9.0,96.0,6.125,94.0,587.0
Provence-Alpes-Côte d'Azur,2019/02/05,13.0,8.0,13.0,57.0,12.5,26.0,605.0
Île-de-France,2019/02/05,7.0,2.0,8.0,78.0,12.5,19.0,579.0
Bourgogne-Franche-Comté,2019/02/06,7.5,2.0,6.5,66.0,10.0,13.0,590.0
Bretagne,2019/02/06,11.0,10.0,25.0,97.0,7.125,99.0,586.0
Centre-Val de Loire,2019/02/06,10.0,6.0,15.0,98.0,4.375,92.0,587.0
Corse,2019/02/06,15.0,11.0,7.0,46.0,10.0,1.0,613.0
Grand Est,2019/02/06,8.0,2.0,7.5,63.5,10.0,26.0,582.0
Hauts-de-France,2019/02/06,8.5,5.0,21.0,96.0,7.6875,88.0,575.5
Normandie,2019/02/06,10.0,9.0,19.0,97.0,4.5,91.0,580.0
Nouvelle-Aquitaine,2019/02/06,12.333333333333334,9.333333333333334,11.333333333333334,95.0,5.25,81.0,597.3333333333334
Occitanie,2019/02/06,14.0,10.0,6.0,80.5,8.3125,42.5,606.5
Pays de la Loire,2019/02/06,12.0,11.0,26.0,95.0,5.125,96.0,590.0
Provence-Alpes-Côte d'Azur,2019/02/06,15.0,9.0,10.0,52.0,10.0,4.0,608.0
Île-de-France,2019/02/06,10.0,5.0,16.0,97.0,5.75,86.0,582.0
Bourgogne-Franche-Comté,2019/02/07,8.0,5.0,21.0,89.0,9.0,85.0,593.0
Bretagne,2019/02/07,10.0,8.0,25.0,88.0,9.875,68.0,588.0
Centre-Val de Loire,2019/02/07,10.0,9.0,24.0,86.0,9.5,91.0,590.0
Corse,2019/02/07,14.0,11.0,9.0,66.0,10.0,16.0,615.0
Grand Est,2019/02/07,8.0,5.5,21.0,86.0,8.1875,80.5,585.5
Hauts-de-France,2019/02/07,9.0,6.5,26.0,91.5,8.375,86.0,578.5
Normandie,2019/02/07,9.0,8.0,30.0,86.0,8.625,85.0,583.0
Nouvelle-Aquitaine,2019/02/07,10.666666666666666,9.0,19.666666666666668,90.0,7.25,77.0,600.0
Occitanie,2019/02/07,12.5,8.5,14.0,82.0,10.0,46.5,609.0
Pays de la Loire,2019/02/07,11.0,9.0,24.0,87.0,9.5,70.0,593.0
Provence-Alpes-Côte d'Azur,2019/02/07,13.0,10.0,15.0,53.0,10.0,33.0,610.0
Île-de-France,2019/02/07,10.0,9.0,20.0,84.0,8.25,94.0,586.0
Bourgogne-Franche-Comté,2019/02/08,9.5,5.0,19.0,86.5,10.0,71.0,595.5
Bretagne,2019/02/08,11.0,9.0,35.0,86.0,9.375,97.0,592.0
Centre-Val de Loire,2019/02/08,10.0,8.0,25.0,88.0,8.0,98.0,593.0
Corse,2019/02/08,14.0,11.0,6.0,67.0,10.0,25.0,618.0
Grand Est,2019/02/08,9.0,6.5,27.5,81.0,8.8125,81.0,588.5
Hauts-de-France,2019/02/08,10.0,8.0,37.0,84.5,6.8125,100.0,582.0
Normandie,2019/02/08,11.0,9.0,32.0,85.0,8.0,98.0,587.0
Nouvelle-Aquitaine,2019/02/08,11.333333333333334,8.0,19.666666666666668,90.0,8.0,81.0,603.3333333333334
Occitanie,2019/02/08,13.0,7.5,12.0,83.0,8.5,37.0,611.5
Pays de la Loire,2019/02/08,11.0,9.0,28.0,87.0,10.0,94.0,596.0
Provence-Alpes-Côte d'Azur,2019/02/08,13.0,9.0,19.0,66.0,10.0,43.0,612.0
Île-de-France,2019/02/08,10.0,8.0,25.0,82.0,5.375,98.0,588.0
Bourgogne-Franche-Comté,2019/02/09,11.5,8.5,29.5,70.5,15.6875,65.5,599.0
Bretagne,2019/02/09,12.0,9.0,31.0,84.0,15.0,70.0,594.0
Centre-Val de Loire,2019/02/09,11.0,10.0,31.0,78.0,16.125,91.0,596.0
Corse,2019/02/09,14.0,11.0,7.0,73.0,18.0,11.0,621.0
Grand Est,2019/02/09,11.0,9.5,38.0,71.5,14.9375,75.0,591.5
Hauts-de-France,2019/02/09,11.0,8.0,42.0,79.0,14.75,89.0,586.0
Normandie,2019/02/09,10.0,10.0,36.0,78.0,15.5,73.0,590.0
Nouvelle-Aquitaine,2019/02/09,10.333333333333334,9.333333333333334,18.0,89.33333333333333,15.625,76.33333333333333,606.0
Occitanie,2019/02/09,16.0,9.5,12.5,79.0,18.0,25.0,614.0
Pays de la Loire,2019/02/09,12.0,10.0,29.0,85.0,16.125,82.0,599.0
Provence-Alpes-Côte d'Azur,2019/02/09,14.0,12.0,11.0,87.0,18.375,55.0,615.0
Île-de-France,2019/02/09,11.0,10.0,31.0,66.0,14.5,96.0,592.0
Bourgogne-Franche-Comté,2019/02/10,10.0,8.5,40.5,77.5,11.5,91.5,601.5
Bretagne,2019/02/10,11.0,7.0,37.0,83.0,10.625,71.0,598.0
Centre-Val de Loire,2019/02/10,10.0,9.0,37.0,87.0,9.625,91.0,599.0
Corse,2019/02/10,14.0,12.0,10.0,79.0,13.25,33.0,623.0
Grand Est,2019/02/10,10.5,9.0,37.5,78.0,9.375,98.5,595.0
Hauts-de-France,2019/02/10,10.0,6.0,37.0,84.0,10.875,90.0,588.5
Normandie,2019/02/10,10.0,8.0,40.0,85.0,9.625,88.0,593.0
Nouvelle-Aquitaine,2019/02/10,10.666666666666666,8.666666666666666,32.666666666666664,81.66666666666667,11.708333333333334,78.0,608.6666666666666
Occitanie,2019/02/10,13.0,9.5,23.5,82.0,12.75,53.0,617.5
Pays de la Loire,2019/02/10,11.0,9.0,40.0,84.0,11.125,74.0,603.0
Provence-Alpes-Côte d'Azur,2019/02/10,13.0,11.0,22.0,87.0,14.375,51.0,618.0
Île-de-France,2019/02/10,11.0,8.0,35.0,79.0,10.625,96.0,594.0
Bourgogne-Franche-Comté,2019/02/11,5.5,2.5,16.5,88.0,10.5,82.5,605.0
Bretagne,2019/02/11,10.0,6.0,23.0,84.0,13.625,33.0,602.0
Centre-Val de Loire,2019/02/11,8.0,4.0,18.0,85.0,13.25,51.0,602.0
Corse,2019/02/11,11.0,10.0,36.0,51.0,13.5,27.0,626.0
Grand Est,2019/02/11,5.5,3.0,18.5,83.0,12.0625,79.0,597.5
Hauts-de-France,2019/02/11,8.5,3.5,15.0,88.5,13.375,30.0,592.0
Normandie,2019/02/11,8.0,7.0,23.0,82.0,13.5,48.0,596.0
Nouvelle-Aquitaine,2019/02/11,9.666666666666666,6.333333333333333,15.0,83.33333333333333,11.541666666666666,54.0,612.0
Occitanie,2019/02/11,11.0,8.0,25.0,69.5,12.625,47.0,619.5
Pays de la Loire,2019/02/11,10.0,6.0,20.0,80.0,13.375,28.0,605.0
Provence-Alpes-Côte d'Azur,2019/02/11,11.0,9.0,41.0,54.0,13.625,6.0,620.0
Île-de-France,2019/02/11,9.0,5.0,16.0,78.0,13.375,59.0,598.0
Bourgogne-Franche-Comté,2019/02/12,7.0,2.5,9.0,86.0,11.125,27.5,607.5
Bretagne,2019/02/12,11.0,4.0,8.0,89.0,12.5,22.0,604.0
Centre-Val de Loire,2019/02/12,9.0,3.0,4.0,84.0,12.5,13.0,605.0
Corse,2019/02/12,13.0,9.0,11.0,44.0,12.5,4.0,628.0
Grand Est,2019/02/12,6.0,2.5,6.5,86.5,11.375,64.5,601.0
Hauts-de-France,2019/02/12,8.0,3.0,11.5,90.0,12.5,52.5,596.0
Normandie,2019/02/12,10.0,4.0,12.0,88.0,12.5,18.0,600.0
Nouvelle-Aquitaine,2019/02/12,10.666666666666666,4.666666666666667,8.333333333333334,85.33333333333333,11.791666666666666,8.0,614.6666666666666
Occitanie,2019/02/12,12.5,6.0,11.5,72.5,12.375,15.5,622.0
Pays de la Loire,2019/02/12,12.0,5.0,7.0,88.0,12.5,8.0,609.0
Provence-Alpes-Côte d'Azur,2019/02/12,12.0,8.0,18.0,55.0,12.5,12.0,623.0
Île-de-France,2019/02/12,9.0,4.0,6.0,82.0,12.5,23.0,602.0
Bourgogne-Franche-Comté,2019/02/13,9.5,3.0,10.0,67.0,12.5,4.0,611.0
Bretagne,2019/02/13,10.0,3.0,15.0,86.0,12.5,8.0,608.0
Centre-Val de Loire,2019/02/13,10.0,3.0,12.0,80.0,12.5,6.0,608.0
Corse,2019/02/13,14.0,10.0,9.0,53.0,12.5,4.0,631.0
Grand Est,2019/02/13,9.0,3.0,6.5,66.0,12.5,9.0,605.0
Hauts-de-France,2019/02/13,8.0,2.0,13.0,82.5,12.5,18.0,599.5
Normandie,2019/02/13,10.0,4.0,13.0,82.0,12.5,11.0,603.0
Nouvelle-Aquitaine,2019/02/13,12.333333333333334,4.666666666666667,11.666666666666666,72.0,12.5,0.3333333333333333,618.0
Occitanie,2019/02/13,13.5,7.0,19.0,73.0,12.5,0.5,625.5
Pays de la Loire,2019/02/13,10.0,3.0,15.0,84.0,12.5,8.0,611.0
Provence-Alpes-Côte d'Azur,2019/02/13,14.0,10.0,21.0,56.0,12.5,3.0,626.0
Île-de-France,2019/02/13,11.0,4.0,8.0,76.0,12.5,6.0,604.0
Bourgogne-Franche-Comté,2019/02/14,11.0,4.5,5.5,64.5,13.75,5.5,614.5
Bretagne,2019/02/14,11.0,4.0,17.0,84.0,13.75,9.0,611.0
Centre-Val de Loire,2019/02/14,13.0,5.0,9.0,72.0,13.75,9.0,612.0
Corse,2019/02/14,15.0,11.0,8.0,47.0,13.75,7.0,633.0
Grand Est,2019/02/14,11.0,4.5,5.0,59.5,13.75,14.5,607.5
Hauts-de-France,2019/02/14,10.0,3.0,12.5,78.0,13.75,10.0,602.0
Normandie,2019/02/14,12.0,5.0,14.0,78.0,13.75,21.0,606.0
Nouvelle-Aquitaine,2019/02/14,13.666666666666666,6.333333333333333,15.0,80.0,13.75,4.0,620.0
Occitanie,2019/02/14,13.0,8.5,21.0,76.5,13.6875,13.5,627.5
Pays de la Loire,2019/02/14,13.0,4.0,14.0,84.0,13.75,11.0,615.0
Provence-Alpes-Côte d'Azur,2019/02/14,16.0,12.0,10.0,56.0,13.75,3.0,628.0
Île-de-France,2019/02/14,11.0,6.0,7.0,68.0,13.75,14.0,608.0
Bourgogne-Franche-Comté,2019/02/15,13.5,6.0,4.5,68.0,12.875,2.0,617.0
Bretagne,2019/02/15,13.0,6.0,14.0,88.0,12.875,2.0,614.0
Centre-Val de Loire,2019/02/15,14.0,6.0,7.0,77.0,12.875,7.0,615.0
Corse,2019/02/15,16.0,11.0,8.0,51.0,12.875,3.0,636.0
Grand Est,2019/02/15,14.0,6.0,6.0,63.0,12.875,2.0,611.0
Hauts-de-France,2019/02/15,12.0,5.5,15.5,72.5,12.875,1.0,606.0
Normandie,2019/02/15,14.0,6.0,13.0,81.0,12.875,3.0,610.0
Nouvelle-Aquitaine,2019/02/15,15.0,6.666666666666667,12.666666666666666,74.33333333333333,12.875,3.0,624.0
Occitanie,2019/02/15,14.5,8.0,15.0,67.5,12.8125,2.5,631.0
Pays de la Loire,2019/02/15,15.0,7.0,12.0,86.0,12.875,1.0,617.0
Provence-Alpes-Côte d'Azur,2019/02/15,16.0,12.0,8.0,50.0,12.875,4.0,632.0
Île-de-France,2019/02/15,16.0,8.0,8.0,62.0,12.875,4.0,612.0
Bourgogne-Franche-Comté,2019/02/16,14.0,6.5,7.5,67.5,14.625,4.5,620.5
Bretagne,2019/02/16,13.0,6.0,14.0,87.0,14.25,36.0,618.0
Centre-Val de Loire,2019/02/16,14.0,7.0,10.0,79.0,14.625,11.0,618.0
Corse,2019/02/16,16.0,11.0,10.0,52.0,14.625,4.0,639.0
Grand Est,2019/02/16,15.0,7.0,8.5,65.0,14.625,0.5,614.5
Hauts-de-France,2019/02/16,12.5,6.0,14.0,78.0,14.625,22.5,610.0
Normandie,2019/02/16,14.0,7.0,12.0,82.0,14.375,28.0,613.0
Nouvelle-Aquitaine,2019/02/16,14.666666666666666,8.0,12.333333333333334,76.33333333333333,14.625,13.666666666666666,626.3333333333334
Occitanie,2019/02/16,15.5,8.5,15.5,67.5,14.5,1.5,633.5
Pays de la Loire,2019/02/16,14.0,7.0,14.0,89.0,14.5,42.0,621.0
Provence-Alpes-Côte d'Azur,2019/02/16,17.0,14.0,9.0,47.0,14.625,0.0,634.0
Île-de-France,2019/02/16,16.0,9.0,8.0,73.0,14.625,13.0,614.0
Bourgogne-Franche-Comté,2019/02/17,14.5,7.0,13.5,67.0,15.0,5.5,623.0
Bretagne,2019/02/17,15.0,7.0,22.0,86.0,13.625,27.0,621.0
Centre-Val de Loire,2019/02/17,15.0,7.0,14.0,55.0,15.0,22.0,621.0
Corse,2019/02/17,15.0,11.0,9.0,63.0,15.0,4.0,641.0
Grand Est,2019/02/17,14.5,8.0,11.5,66.0,15.0,2.5,618.0
Hauts-de-France,2019/02/17,13.5,7.0,22.5,77.5,14.9375,54.5,613.0
Normandie,2019/02/17,14.0,8.0,24.0,74.0,14.375,36.0,617.0
Nouvelle-Aquitaine,2019/02/17,14.333333333333334,8.333333333333334,17.666666666666668,68.66666666666667,15.0,6.333333333333333,630.0
Occitanie,2019/02/17,14.0,9.0,19.5,77.0,14.875,1.0,635.5
Pays de la Loire,2019/02/17,15.0,8.0,23.0,79.0,14.75,43.0,624.0
Provence-Alpes-Côte d'Azur,2019/02/17,14.0,13.0,15.0,65.0,15.0,1.0,636.0
Île-de-France,2019/02/17,16.0,8.0,14.0,60.0,15.0,42.0,618.0
Bourgogne-Franche-Comté,2019/02/18,13.0,7.0,16.5,78.0,11.625,33.0,627.0
Bretagne,2019/02/18,10.0,6.0,11.0,91.0,10.75,59.0,624.0
Centre-Val de Loire,2019/02/18,13.0,7.0,14.0,74.0,11.625,13.0,625.0
Corse,2019/02/18,16.0,11.0,8.0,54.0,11.625,0.0,644.0
Grand Est,2019/02/18,14.0,8.5,11.0,71.0,11.625,28.5,621.5
Hauts-de-France,2019/02/18,12.0,7.0,18.0,87.0,11.25,42.5,617.0
Normandie,2019/02/18,10.0,7.0,14.0,86.0,11.25,45.0,620.0
Nouvelle-Aquitaine,2019/02/18,13.333333333333334,7.666666666666667,18.666666666666668,81.33333333333333,11.333333333333334,18.666666666666668,632.6666666666666
Occitanie,2019/02/18,13.0,9.0,19.0,84.5,11.375,39.0,639.0
Pays de la Loire,2019/02/18,12.0,7.0,15.0,90.0,9.0,57.0,627.0
Provence-Alpes-Côte d'Azur,2019/02/18,13.0,11.0,15.0,69.0,11.625,3.0,640.0
Île-de-France,2019/02/18,14.0,9.0,14.0,77.0,11.625,13.0,621.0
Bourgogne-Franche-Comté,2019/02/19,12.0,7.5,10.0,82.5,11.25,53.0,630.0
Bretagne,2019/02/19,11.0,5.0,10.0,91.0,9.25,50.0,628.0
Centre-Val de Loire,2019/02/19,13.0,8.0,3.0,90.0,9.75,81.0,627.0
Corse,2019/02/19,15.0,11.0,8.0,64.0,11.25,3.0,646.0
Grand Est,2019/02/19,11.0,6.5,11.0,85.5,11.125,76.5,624.5
Hauts-de-France,2019/02/19,10.5,6.0,14.5,89.5,8.75,44.0,621.0
Normandie,2019/02/19,11.0,5.0,10.0,91.0,10.375,36.0,623.0
Nouvelle-Aquitaine,2019/02/19,12.333333333333334,8.0,5.0,88.66666666666667,8.333333333333334,65.0,635.3333333333334
Occitanie,2019/02/19,12.5,8.5,8.0,84.5,11.0625,42.5,641.5
Pays de la Loire,2019/02/19,12.0,7.0,9.0,96.0,5.5,76.0,631.0
Provence-Alpes-Côte d'Azur,2019/02/19,15.0,12.0,8.0,70.0,11.25,2.0,642.0
Île-de-France,2019/02/19,13.0,8.0,6.0,82.0,10.5,42.0,625.0
Bourgogne-Franche-Comté,2019/02/20,13.0,7.5,5.5,87.5,9.5,24.5,634.0
Bretagne,2019/02/20,12.0,5.0,13.0,94.0,7.0,54.0,631.0
Centre-Val de Loire,2019/02/20,14.0,7.0,8.0,90.0,8.0,33.0,631.0
Corse,2019/02/20,15.0,10.0,9.0,62.0,10.0,3.0,649.0
Grand Est,2019/02/20,12.0,6.0,6.0,84.5,10.0,57.5,628.0
