25/01/2020 13:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=20.12
09/10/2022 22:00 | zone=9 | sensor=AQ-02 | pm25= | no2=43.09
30/11/2021 10:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=59.23
31/01/2021 19:00 | zone=4 | sensor=AQ-02 | pm25= | no2=41.23
09/04/2020 11:00 | zone=4 | sensor=AQ-02 | pm25= | no2=
13/08/2019 22:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=40,7
29/08/2019 01:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=N/A
02/01/2021 19:00 | zone=4 | sensor=AQ-02 | pm25=-5 | no2=
06/09/2021 12:00 || zone=6 || sensor=AQ-01 || pm25=NA || no2=40,7
14/10/2019 02:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=39.3
30/10/2022 13:00 | zone=10 | sensor=AQ-03 | pm25=18.42 | no2=-1
20/05/2020 16:00 | zone=5 | sensor=AQ-01 | pm25=-5 | no2=
13/01/2019 02:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=40,7
19/11/2020 18:00 | zone=3 | sensor=AQ-03 | pm25= | no2=
18/07/2020 04:00 | zone=4 | sensor=AQ-03 | pm25= | no2=40,7
02/07/2019 12:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=50.57
20/01/2020 22:00 | zone=2 | sensor=AQ-03 | pm25=5.06 | no2=N/A
26/12/2020 13:00 | zone=4 | sensor=AQ-02 | pm25=9.43 | no2=-1
05/01/2021 09:00 | zone=1 | sensor=AQ-03 | pm25= | no2=40,7
17/06/2022 02:00 | zone=9 | sensor=AQ-01 | pm25=18.93 | no2=40,7
13/05/2021 03:00 | zone=8 | sensor=AQ-02 | pm25=-5 | no2=41.83
26/06/2019 17:00 | zone=4 | sensor=AQ-01 | pm25=NA | no2=34.98
11/09/2022 13:00 | zone=6 | sensor=AQ-03 | pm25=14.98 | no2=
08/04/2019 00:00 | zone=4 | sensor=AQ-01 | pm25=14.52 | no2=40,7
24/02/2021 17:00 | zone=5 | sensor=AQ-03 | pm25= | no2=
14/03/2020 14:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=40,7
06/11/2020 18:00 | zone=4 | sensor=AQ-99 | pm25=NA | no2=
19/08/2020 09:00 | zone=5 | sensor=AQ-01 | pm25=18.01 | no2=
16/09/2022 03:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=9.59
17/06/2021 13:00 | zone=4 | sensor=AQ-99 | pm25=10.34 | no2=40,7
09/12/2020 13:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=32.89
23/05/2019 18:00 | zone=1 | sensor=AQ-02 | pm25= | no2=-1
13/05/2021 02:00 | zone=4 | sensor=AQ-03 | pm25= | no2=-1
13/10/2021 00:00 | zone=10 | sensor=AQ-01 | pm25= | no2=40,7
01/12/2021 18:00 | zone=7 | sensor=AQ-01 | pm25=12,3 | no2=N/A
09/08/2022 21:00 | zone=7 | sensor=AQ-03 | pm25= | no2=
26/01/2019 18:00 | zone=5 | sensor=AQ-99 | pm25=NA | no2=40.95
18/07/2020 03:00 | zone=9 | sensor=AQ-99 | pm25=26.66 | no2=-1
24/08/2020 13:00 | zone=999 | sensor=AQ-99 | pm25= | no2=
11/03/2021 02:00 | zone=4 | sensor=AQ-99 | pm25=8.88 | no2=
14/09/2019 20:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=46.92
16/10/2020 11:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=
21/03/2022 13:00 | zone=7 | sensor=AQ-01 | pm25=NA | no2=
25/07/2019 02:00 | zone=1 | sensor=AQ-02 | pm25=-5 | no2=
30/08/2021 07:00 | zone=6 | sensor=AQ-99 | pm25= | no2=40,7
29/08/2021 16:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=34.6
30/06/2019 14:00 | zone=7 | sensor=AQ-03 | pm25=NA | no2=-1
22/03/2021 21:00 | zone=2 | sensor=AQ-01 | pm25= | no2=-1
10/06/2020 05:00 | zone=999 | sensor=AQ-01 | pm25=10.92 | no2=N/A
23/08/2020 19:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=57.36
26/07/2020 14:00 | zone=2 | sensor=AQ-99 | pm25= | no2=49.91
02/05/2020 08:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=N/A
30/05/2020 09:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=N/A
05/07/2019 19:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=32.37
03/06/2021 19:00 | zone=8 | sensor=AQ-01 | pm25=25.2 | no2=16.14
04/08/2021 06:00 | zone=6 | sensor=AQ-03 | pm25=14.48 | no2=40,7
15/11/2021 04:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=40,7
12/07/2019 11:00 | zone=2 | sensor=AQ-03 | pm25=NA | no2=
31/12/2021 15:00 | zone=1 | sensor=AQ-02 | pm25=-5 | no2=-1
25/07/2019 04:00 | zone=4 | sensor=AQ-02 | pm25= | no2=N/A
24/11/2019 15:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=28.34
28/10/2022 06:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=-1
05/07/2022 13:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=33.94
15/12/2020 07:00 | zone=6 | sensor=AQ-01 | pm25= | no2=-1
10/04/2019 13:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=
08/08/2022 07:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=40,7
14/05/2019 03:00 | zone=10 | sensor=AQ-99 | pm25=12,3 | no2=-1
08/02/2019 04:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=5.63
05/04/2020 05:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=40,7
31/10/2020 13:00 | zone=6 | sensor=AQ-02 | pm25=NA | no2=-1
09/01/2022 08:00 | zone=1 | sensor=AQ-03 | pm25=6.85 | no2=49.85
11/12/2020 20:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=40,7
24/07/2020 06:00 | zone=8 | sensor=AQ-01 | pm25=NA | no2=N/A
17/11/2020 11:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=-1
01/05/2020 09:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=-1
23/03/2021 17:00 | zone=4 | sensor=AQ-99 | pm25=25.14 | no2=
14/12/2021 01:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=43.33
29/09/2021 19:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=46.64
28/03/2021 09:00 | zone=7 | sensor=AQ-02 | pm25= | no2=-1
14/07/2020 19:00 | zone=4 | sensor=AQ-99 | pm25=26.4 | no2=N/A
01/09/2019 13:00 | zone=6 | sensor=AQ-99 | pm25= | no2=40,7
24/01/2021 14:00 | zone=5 | sensor=AQ-01 | pm25= | no2=N/A
28/10/2019 00:00 | zone=1 | sensor=AQ-99 | pm25=-5 | no2=40,7
10/03/2019 11:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=55.41
04/01/2019 21:00 | zone=5 | sensor=AQ-02 | pm25=10.12 | no2=31.35
08/08/2022 09:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=N/A
11/06/2019 23:00 | zone=999 | sensor=AQ-99 | pm25=0 | no2=40,7
06/03/2019 04:00 | zone=4 | sensor=AQ-02 | pm25=NA | no2=-1
09/04/2019 08:00 | zone=5 | sensor=AQ-03 | pm25=-5 | no2=
24/07/2019 09:00 | zone=2 | sensor=AQ-99 | pm25=26.7 | no2=-1
01/01/2019 01:00 | zone=5 | sensor=AQ-99 | pm25=NA | no2=-1
23/05/2020 00:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=
22/07/2020 04:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=N/A
09/01/2020 11:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=N/A
06/05/2019 13:00 | zone=2 | sensor=AQ-01 | pm25=NA | no2=-1
22/08/2021 13:00 | zone=9 | sensor=AQ-03 | pm25= | no2=40,7
14/03/2019 18:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=N/A
04/10/2020 06:00 | zone=8 | sensor=AQ-03 | pm25=18.89 | no2=-1
27/08/2022 11:00 | zone=9 | sensor=AQ-03 | pm25=6.36 | no2=26.25
29/05/2019 02:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=-1
03/06/2021 03:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=
25/09/2020 09:00 | zone=999 | sensor=AQ-99 | pm25= | no2=
27/04/2022 16:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=35.44
28/07/2019 10:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=-1
01/02/2021 01:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=
22/01/2020 19:00 | zone=10 | sensor=AQ-03 | pm25=12,3 | no2=N/A
24/05/2019 14:00 | zone=3 | sensor=AQ-01 | pm25=12,3 | no2=-1
14/03/2019 20:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=40,7
10/04/2020 17:00 | zone=4 | sensor=AQ-03 | pm25=12,3 | no2=50.77
08/04/2021 06:00 | zone=3 | sensor=AQ-99 | pm25=NA | no2=
26/08/2022 05:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=N/A
13/07/2020 12:00 | zone=999 | sensor=AQ-99 | pm25= | no2=-1
18/08/2022 16:00 | zone=9 | sensor=AQ-99 | pm25= | no2=40,7
04/04/2020 08:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=-1
30/09/2022 02:00 | zone=5 | sensor=AQ-02 | pm25= | no2=-1
22/03/2022 22:00 | zone=10 | sensor=AQ-03 | pm25=22.01 | no2=N/A
15/08/2020 00:00 | zone=1 | sensor=AQ-03 | pm25= | no2=-1
16/10/2022 17:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=N/A
13/10/2021 07:00 | zone=5 | sensor=AQ-01 | pm25=21.34 | no2=-1
01/11/2021 13:00 | zone=8 | sensor=AQ-02 | pm25=15.74 | no2=
30/05/2021 01:00 | zone=6 | sensor=AQ-03 | pm25= | no2=-1
27/01/2022 12:00 | zone=4 | sensor=AQ-03 | pm25=15.4 | no2=-1
05/09/2019 04:00 | zone=999 | sensor=AQ-03 | pm25=12,3 | no2=63.58
29/11/2019 11:00 | zone=1 | sensor=AQ-02 | pm25= | no2=N/A
08/09/2022 21:00 | zone=5 | sensor=AQ-03 | pm25=18.66 | no2=40,7
18/04/2022 15:00 | zone=6 | sensor=AQ-02 | pm25=18.0 | no2=40.41
25/02/2019 18:00 | zone=6 | sensor=AQ-03 | pm25= | no2=-1
16/04/2022 12:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=N/A
20/09/2021 03:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=40,7
14/10/2021 22:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=40,7
13/01/2022 19:00 | zone=10 | sensor=AQ-03 | pm25= | no2=N/A
28/12/2020 01:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=
24/09/2020 22:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=40,7
23/06/2022 13:00 | zone=8 | sensor=AQ-01 | pm25= | no2=40,7
25/05/2020 02:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=
17/09/2022 12:00 | zone=7 | sensor=AQ-01 | pm25=12,3 | no2=40,7
20/02/2020 13:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=-1
08/12/2020 02:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=-1
18/07/2021 09:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=
06/06/2021 11:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=-1
06/01/2021 00:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=N/A
05/03/2021 07:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=40,7
01/03/2020 18:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=-1
12/06/2019 07:00 | zone=5 | sensor=AQ-02 | pm25= | no2=-1
17/02/2019 19:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=53.55
16/05/2019 16:00 | zone=999 | sensor=AQ-03 | pm25=26.2 | no2=30.51
12/05/2020 10:00 | zone=10 | sensor=AQ-03 | pm25=-5 | no2=-1
20/04/2019 14:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=24.42
17/11/2021 18:00 | zone=8 | sensor=AQ-01 | pm25=NA | no2=-1
29/04/2022 04:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=N/A
22/02/2021 19:00 | zone=7 | sensor=AQ-99 | pm25= | no2=
27/11/2019 01:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=N/A
19/12/2021 21:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=-1
28/11/2019 06:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=-1
04/09/2021 14:00 | zone=999 | sensor=AQ-03 | pm25=14.95 | no2=40,7
16/02/2021 09:00 | zone=1 | sensor=AQ-03 | pm25=17.0 | no2=0
10/12/2021 20:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=-1
17/11/2021 06:00 | zone=3 | sensor=AQ-99 | pm25=12,3 | no2=36.02
21/03/2019 19:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=0
19/08/2020 16:00 | zone=8 | sensor=AQ-03 | pm25=NA | no2=-1
08/03/2022 04:00 | zone=6 | sensor=AQ-02 | pm25=-5 | no2=N/A
29/05/2020 07:00 | zone=6 | sensor=AQ-03 | pm25=12,3 | no2=41.78
16/11/2020 09:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=N/A
25/06/2020 23:00 | zone=8 | sensor=AQ-03 | pm25= | no2=-1
05/12/2021 09:00 | zone=4 | sensor=AQ-03 | pm25=-5 | no2=
22/03/2021 17:00 | zone=6 | sensor=AQ-01 | pm25=18.63 | no2=64.45
05/09/2022 09:00 | zone=4 | sensor=AQ-02 | pm25=-5 | no2=
16/10/2020 05:00 | zone=10 | sensor=AQ-99 | pm25=2.64 | no2=45.26
11/10/2020 23:00 | zone=5 | sensor=AQ-03 | pm25=12,3 | no2=-1
25/11/2022 03:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=40,7
04/11/2020 18:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=
22/06/2019 08:00 | zone=3 | sensor=AQ-99 | pm25=12,3 | no2=-1
24/04/2021 02:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=N/A
18/08/2022 13:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=15.69
07/06/2021 23:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=40,7
18/06/2019 10:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=35.36
08/12/2021 13:00 | zone=10 | sensor=AQ-01 | pm25= | no2=N/A
18/11/2022 07:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=40,7
03/02/2021 11:00 | zone=10 | sensor=AQ-02 | pm25= | no2=N/A
04/10/2021 11:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=N/A
01/04/2022 01:00 | zone=10 | sensor=AQ-03 | pm25=12,3 | no2=
08/07/2019 04:00 | zone=5 | sensor=AQ-03 | pm25=6.95 | no2=N/A
30/12/2021 15:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=-1
10/07/2021 18:00 | zone=1 | sensor=AQ-99 | pm25= | no2=-1
27/12/2022 04:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=
23/01/2022 21:00 | zone=4 | sensor=AQ-99 | pm25=12,3 | no2=-1
26/01/2020 20:00 | zone=1 | sensor=AQ-02 | pm25= | no2=-1
08/07/2020 13:00 | zone=8 | sensor=AQ-02 | pm25=18.93 | no2=76.81
01/08/2021 16:00 | zone=1 | sensor=AQ-03 | pm25= | no2=40,7
14/10/2019 21:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=40,7
25/05/2022 09:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=N/A
23/02/2019 15:00 | zone=6 | sensor=AQ-02 | pm25=NA | no2=26.6
19/10/2022 20:00 | zone=7 | sensor=AQ-02 | pm25= | no2=20.75
29/10/2022 21:00 | zone=2 | sensor=AQ-01 | pm25=19.32 | no2=
07/12/2019 12:00 | zone=2 | sensor=AQ-99 | pm25=22.95 | no2=-1
27/08/2020 01:00 | zone=10 | sensor=AQ-02 | pm25=12,3 | no2=40,7
02/04/2021 19:00 | zone=7 | sensor=AQ-03 | pm25= | no2=40,7
29/04/2019 23:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=40,7
10/01/2021 20:00 | zone=999 | sensor=AQ-01 | pm25=12,3 | no2=40,7
14/02/2021 15:00 | zone=999 | sensor=AQ-01 | pm25=NA | no2=40,7
18/01/2020 15:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=40,7
06/02/2022 07:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=N/A
10/10/2020 05:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=33.74
11/01/2021 14:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=
12/11/2020 19:00 | zone=999 | sensor=AQ-02 | pm25=12,3 | no2=
18/07/2022 08:00 | zone=5 | sensor=AQ-01 | pm25= | no2=
23/07/2020 16:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=67.52
09/08/2022 01:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=58.22
16/08/2020 16:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=N/A
09/12/2019 16:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=N/A
18/01/2021 06:00 | zone=6 | sensor=AQ-99 | pm25=NA | no2=-1
27/02/2019 14:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=42.98
28/01/2022 11:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=N/A
11/02/2020 02:00 | zone=3 | sensor=AQ-99 | pm25=13.86 | no2=40,7
27/09/2019 04:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=40,7
13/08/2021 15:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=-1
19/01/2019 08:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=N/A
29/01/2021 19:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=-1
23/12/2022 17:00 | zone=8 | sensor=AQ-02 | pm25= | no2=
18/06/2019 13:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=
09/08/2022 06:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=N/A
17/11/2020 15:00 | zone=5 | sensor=AQ-99 | pm25=NA | no2=40,7
28/09/2022 15:00 | zone=1 | sensor=AQ-02 | pm25=11.73 | no2=40,7
25/07/2022 20:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=-1
19/10/2021 14:00 | zone=1 | sensor=AQ-03 | pm25= | no2=-1
02/04/2019 16:00 | zone=999 | sensor=AQ-01 | pm25=12,3 | no2=N/A
30/10/2021 12:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=N/A
22/06/2020 01:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=N/A
15/03/2022 23:00 | zone=2 | sensor=AQ-02 | pm25=17.51 | no2=N/A
06/05/2019 10:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=18.29
30/10/2019 17:00 | zone=5 | sensor=AQ-03 | pm25=13.93 | no2=-1
11/03/2019 13:00 | zone=9 | sensor=AQ-99 | pm25=-5 | no2=-1
01/01/2021 18:00 | zone=4 | sensor=AQ-01 | pm25= | no2=40,7
02/12/2022 13:00 | zone=7 | sensor=AQ-03 | pm25= | no2=40,7
25/10/2022 08:00 | zone=7 | sensor=AQ-02 | pm25= | no2=-1
21/03/2020 15:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=N/A
26/01/2022 11:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=33.08
22/07/2022 16:00 | zone=8 | sensor=AQ-02 | pm25= | no2=40,7
04/11/2020 00:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=40,7
09/06/2020 20:00 | zone=6 | sensor=AQ-03 | pm25=5.84 | no2=-1
08/03/2022 22:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=45.0
31/03/2019 22:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=
05/05/2022 17:00 | zone=3 | sensor=AQ-99 | pm25= | no2=N/A
24/11/2022 00:00 | zone=3 | sensor=AQ-01 | pm25=12,3 | no2=
07/11/2020 00:00 | zone=999 | sensor=AQ-02 | pm25=0 | no2=-1
24/01/2019 11:00 | zone=4 | sensor=AQ-03 | pm25=-5 | no2=N/A
22/09/2019 06:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=
24/08/2020 16:00 | zone=6 | sensor=AQ-99 | pm25=-5 | no2=21.36
08/06/2022 11:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=40,7
30/11/2021 06:00 | zone=2 | sensor=AQ-02 | pm25=0 | no2=40,7
03/03/2021 00:00 | zone=7 | sensor=AQ-99 | pm25=0 | no2=
24/12/2020 21:00 | zone=6 | sensor=AQ-02 | pm25=NA | no2=-1
13/04/2020 20:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=61.37
11/08/2020 21:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=-1
15/10/2019 09:00 | zone=9 | sensor=AQ-01 | pm25= | no2=N/A
04/05/2019 04:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=N/A
09/08/2019 11:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=N/A
21/11/2019 23:00 | zone=7 | sensor=AQ-03 | pm25= | no2=-1
19/12/2021 06:00 | zone=10 | sensor=AQ-01 | pm25=15.15 | no2=40,7
02/01/2020 10:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=
01/12/2022 09:00 | zone=10 | sensor=AQ-02 | pm25= | no2=
24/12/2019 07:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=40,7
09/04/2021 03:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=13.8
06/02/2019 12:00 | zone=4 | sensor=AQ-03 | pm25=13.5 | no2=40,7
14/05/2022 12:00 | zone=8 | sensor=AQ-01 | pm25=NA | no2=N/A
25/01/2019 09:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=54.86
03/10/2020 21:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=40,7
06/05/2022 01:00 | zone=4 | sensor=AQ-01 | pm25=11.88 | no2=N/A
13/06/2019 08:00 | zone=999 | sensor=AQ-01 | pm25=5.09 | no2=41.54
05/07/2020 04:00 | zone=5 | sensor=AQ-03 | pm25=12,3 | no2=37.54
19/05/2021 20:00 | zone=6 | sensor=AQ-03 | pm25=12,3 | no2=40,7
02/11/2019 02:00 | zone=7 | sensor=AQ-03 | pm25=23.72 | no2=-1
24/11/2022 09:00 | zone=10 | sensor=AQ-03 | pm25= | no2=
14/07/2019 11:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=31.19
31/08/2020 15:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=40,7
09/02/2020 04:00 | zone=1 | sensor=AQ-99 | pm25= | no2=
19/02/2021 05:00 | zone=4 | sensor=AQ-01 | pm25= | no2=N/A
29/06/2021 00:00 | zone=3 | sensor=AQ-99 | pm25=26.1 | no2=-1
16/03/2020 22:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=40,7
07/01/2019 12:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=
12/09/2022 08:00 | zone=8 | sensor=AQ-99 | pm25=12.02 | no2=N/A
04/06/2019 07:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=-1
27/12/2021 00:00 | zone=999 | sensor=AQ-99 | pm25= | no2=-1
14/09/2019 07:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=-1
29/05/2021 07:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=
21/01/2019 08:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=N/A
20/09/2020 15:00 | zone=10 | sensor=AQ-02 | pm25= | no2=-1
07/12/2019 18:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=22.39
22/08/2020 04:00 | zone=9 | sensor=AQ-01 | pm25=3.59 | no2=58.05
15/03/2020 13:00 | zone=8 | sensor=AQ-99 | pm25=12,3 | no2=
31/01/2020 16:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=40,7
15/07/2022 14:00 | zone=3 | sensor=AQ-01 | pm25=23.85 | no2=40,7
27/03/2020 00:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=
25/03/2020 00:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=N/A
23/02/2022 05:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=40,7
06/12/2019 20:00 | zone=3 | sensor=AQ-99 | pm25=-5 | no2=37.7
25/05/2020 08:00 | zone=10 | sensor=AQ-99 | pm25=14.24 | no2=N/A
13/11/2019 11:00 | zone=4 | sensor=AQ-99 | pm25=12,3 | no2=34.22
23/11/2021 02:00 | zone=8 | sensor=AQ-03 | pm25=14.37 | no2=-1
06/07/2022 09:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=N/A
25/08/2021 04:00 | zone=8 | sensor=AQ-02 | pm25=-5 | no2=
02/09/2020 04:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=N/A
22/12/2020 00:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=40,7
01/04/2022 05:00 | zone=4 | sensor=AQ-01 | pm25=NA | no2=34.39
27/09/2022 18:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=-1
17/01/2021 08:00 | zone=1 | sensor=AQ-03 | pm25=2.98 | no2=40,7
28/06/2019 06:00 | zone=1 | sensor=AQ-02 | pm25= | no2=
25/10/2022 05:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=-1
29/10/2021 11:00 | zone=10 | sensor=AQ-01 | pm25= | no2=
01/07/2020 13:00 | zone=1 | sensor=AQ-01 | pm25=13.62 | no2=40,7
22/09/2020 23:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=N/A
29/10/2021 18:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=
28/11/2021 19:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=26.55
10/05/2022 20:00 | zone=3 | sensor=AQ-99 | pm25=-5 | no2=N/A
30/05/2022 02:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=27.11
26/12/2020 08:00 | zone=6 | sensor=AQ-02 | pm25=NA | no2=N/A
18/05/2021 19:00 | zone=9 | sensor=AQ-01 | pm25=-5 | no2=N/A
03/11/2022 22:00 | zone=999 | sensor=AQ-01 | pm25=15.57 | no2=N/A
07/07/2021 23:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=40,7
26/02/2022 08:00 | zone=4 | sensor=AQ-03 | pm25= | no2=-1
23/08/2019 12:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=40,7
06/07/2020 14:00 | zone=8 | sensor=AQ-99 | pm25= | no2=40,7
29/12/2019 11:00 | zone=999 | sensor=AQ-02 | pm25=17.45 | no2=N/A
21/09/2019 06:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=40,7
21/02/2022 02:00 | zone=4 | sensor=AQ-02 | pm25=32.21 | no2=N/A
11/06/2020 20:00 | zone=5 | sensor=AQ-02 | pm25= | no2=
